uid,row_id,cell,source_group,first_error_step_1based,steps,gate_open,all32_miss,iu__ridge+tcn+bocpd,equal__ridge+tcn+bocpd,iu__ridge+tcn+noreset,equal__ridge+tcn+noreset,iu__ridge+tcn+mean16,equal__ridge+tcn+mean16,iu__ridge+bocpd+noreset,equal__ridge+bocpd+noreset,iu__ridge+bocpd+mean16,equal__ridge+bocpd+mean16,iu__ridge+noreset+mean16,equal__ridge+noreset+mean16,iu__tcn+bocpd+noreset,equal__tcn+bocpd+noreset,iu__tcn+bocpd+mean16,equal__tcn+bocpd+mean16,iu__tcn+noreset+mean16,equal__tcn+noreset+mean16,iu__bocpd+noreset+mean16,equal__bocpd+noreset+mean16,iu__ridge+tcn+bocpd+noreset,equal__ridge+tcn+bocpd+noreset,iu__ridge+tcn+bocpd+mean16,equal__ridge+tcn+bocpd+mean16,iu__ridge+tcn+noreset+mean16,equal__ridge+tcn+noreset+mean16,iu__ridge+bocpd+noreset+mean16,equal__ridge+bocpd+noreset+mean16,iu__tcn+bocpd+noreset+mean16,equal__tcn+bocpd+noreset+mean16,iu__ridge+tcn+bocpd+noreset+mean16,equal__ridge+tcn+bocpd+noreset+mean16,tcn__real,ridge,bocpd,innovation5
pb_olympiadbench_q4__3f1800b3c8430909,olympiadbench::olympiadbench-791,pb_olympiadbench_q4,pb_source_v2:41ad8d9142225823e5d954a8,2,7,True,False,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
pb_olympiadbench_q4__c34a87a29a2fcde7,olympiadbench::olympiadbench-794,pb_olympiadbench_q4,pb_source_v2:c3ec9cf1336ba0f0231eb8c5,5,6,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_olympiadbench_q4__be7fd526bed53c9c,olympiadbench::olympiadbench-799,pb_olympiadbench_q4,pb_source_v2:7a75f6a3c2ff70b82a6bd9e3,2,8,True,False,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
pb_olympiadbench_q4__462978ef4fef71c9,olympiadbench::olympiadbench-8,pb_olympiadbench_q4,pb_source_v2:76f2808747837c29fa0221e6,3,4,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_olympiadbench_q4__2f7b571da756df77,olympiadbench::olympiadbench-80,pb_olympiadbench_q4,pb_source_v2:985fc7f35706a9153acdbf8f,8,12,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_olympiadbench_q4__14303534e679d14f,olympiadbench::olympiadbench-800,pb_olympiadbench_q4,pb_source_v2:0d3692dfbddba6a26eb50927,5,10,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_olympiadbench_q4__7405fef19c0fedb1,olympiadbench::olympiadbench-801,pb_olympiadbench_q4,pb_source_v2:a1ca5d792dfe9b0973e9f187,10,12,True,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_olympiadbench_q4__13816afad175ec83,olympiadbench::olympiadbench-804,pb_olympiadbench_q4,pb_source_v2:77dbae78c6ee5dc6c9698bba,14,15,True,True,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
pb_olympiadbench_q4__9153becb1696c57e,olympiadbench::olympiadbench-806,pb_olympiadbench_q4,pb_source_v2:59e4c8a376b87336dc921b4d,4,13,True,False,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
pb_olympiadbench_q4__e81c58d634feb4fb,olympiadbench::olympiadbench-81,pb_olympiadbench_q4,pb_source_v2:69d7d28f2c76a607934f1a91,4,7,True,False,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3
pb_olympiadbench_q4__60a9dcac7fdb8d25,olympiadbench::olympiadbench-810,pb_olympiadbench_q4,pb_source_v2:f13cdffbab10393d9d561218,2,5,True,False,2,2,2,2,2,2,3,3,3,3,3,3,2,2,3,3,3,2,3,3,2,2,2,3,2,2,3,3,3,3,2,2,2,2,3,3
pb_olympiadbench_q4__9fbfea8065087c31,olympiadbench::olympiadbench-811,pb_olympiadbench_q4,pb_source_v2:e2504ebe80c0c946dc455ddd,3,6,True,False,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
pb_olympiadbench_q4__60a4ffbb1282ab97,olympiadbench::olympiadbench-814,pb_olympiadbench_q4,pb_source_v2:1bd756450de6976e5504bc5f,4,7,True,False,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
pb_olympiadbench_q4__ab3a381910ea475e,olympiadbench::olympiadbench-817,pb_olympiadbench_q4,pb_source_v2:49ead3883f94cc35ee0b466e,6,10,True,True,1,1,1,1,1,1,1,9,1,1,9,9,1,1,1,1,9,1,9,9,1,1,1,1,1,1,9,9,9,1,1,1,1,1,1,1
pb_olympiadbench_q4__18b8719a58e771a2,olympiadbench::olympiadbench-82,pb_olympiadbench_q4,pb_source_v2:39df81f41d8a166b64ec60ee,9,10,True,True,4,4,4,4,4,4,4,4,1,1,1,1,4,4,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,4,4,4,4,1,1
pb_olympiadbench_q4__757ec979d5ede3ab,olympiadbench::olympiadbench-820,pb_olympiadbench_q4,pb_source_v2:8019b3efd674b13509571803,4,8,True,False,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
pb_olympiadbench_q4__85e207f841687c24,olympiadbench::olympiadbench-826,pb_olympiadbench_q4,pb_source_v2:1b0ad05ab741b75fd39de740,5,10,True,False,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
pb_olympiadbench_q4__11cb145bb08fe1a9,olympiadbench::olympiadbench-83,pb_olympiadbench_q4,pb_source_v2:5e0d728508ccdeda6a5d11e4,10,12,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_olympiadbench_q4__448d1c21a9097f69,olympiadbench::olympiadbench-830,pb_olympiadbench_q4,pb_source_v2:8172d744499c4e40844956a7,7,9,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_olympiadbench_q4__b11f3c4f36b20557,olympiadbench::olympiadbench-832,pb_olympiadbench_q4,pb_source_v2:aacc80b42d8ef66684ddc796,1,4,True,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
pb_olympiadbench_q4__ad8377dd294161d9,olympiadbench::olympiadbench-834,pb_olympiadbench_q4,pb_source_v2:0b817d721ef13f8c7f484b71,4,5,True,False,4,4,4,4,4,4,4,4,2,2,2,4,4,4,2,4,2,4,2,2,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,4
pb_olympiadbench_q4__33b4415c09495522,olympiadbench::olympiadbench-835,pb_olympiadbench_q4,pb_source_v2:5906f58c2e494aefb0c5bb4f,6,19,True,True,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
pb_olympiadbench_q4__c3fa17c8b9c4c147,olympiadbench::olympiadbench-836,pb_olympiadbench_q4,pb_source_v2:1b7a770a50d4abb9289a69c3,2,7,True,True,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
pb_olympiadbench_q4__27f236e9c0ba5966,olympiadbench::olympiadbench-84,pb_olympiadbench_q4,pb_source_v2:f3d4a842a54e0412d6e86a45,18,24,True,True,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,9
pb_olympiadbench_q4__9084b0f7689455c2,olympiadbench::olympiadbench-842,pb_olympiadbench_q4,pb_source_v2:c71be4fa48cc0845d74e0571,4,12,True,False,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
pb_olympiadbench_q4__1a401e3843b11258,olympiadbench::olympiadbench-843,pb_olympiadbench_q4,pb_source_v2:36cac0270b2d88be4b699a3e,10,13,True,False,11,10,11,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10
pb_olympiadbench_q4__a4ba6bb9da8da70c,olympiadbench::olympiadbench-845,pb_olympiadbench_q4,pb_source_v2:86e3d7d347235f1480e93cb3,1,25,True,False,14,14,1,14,14,14,16,14,16,16,14,14,14,14,16,16,14,14,16,16,1,14,14,16,14,14,16,16,16,16,14,14,14,14,16,14
pb_olympiadbench_q4__4061a277ec630100,olympiadbench::olympiadbench-85,pb_olympiadbench_q4,pb_source_v2:bb2f9d37916bbc999e962b78,1,4,True,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_olympiadbench_q4__e62ce8fe0efb70b7,olympiadbench::olympiadbench-854,pb_olympiadbench_q4,pb_source_v2:64c956bc9834a19bf9bad01e,5,6,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_olympiadbench_q4__dc366340c0b5b182,olympiadbench::olympiadbench-856,pb_olympiadbench_q4,pb_source_v2:2b90dde3fa529116248ba577,3,8,True,True,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
pb_olympiadbench_q4__9a486edbe9e43112,olympiadbench::olympiadbench-858,pb_olympiadbench_q4,pb_source_v2:61dc4970eb3b28c2e7c459bd,1,6,True,False,1,1,1,1,1,1,2,4,2,2,2,5,1,1,2,2,2,5,2,2,1,1,2,2,1,2,2,2,2,2,1,2,1,1,2,4
pb_olympiadbench_q4__7d0997e57b622ef0,olympiadbench::olympiadbench-859,pb_olympiadbench_q4,pb_source_v2:36437cc4ee5d7a6f130dc3eb,5,15,True,False,7,3,7,3,7,3,5,3,5,5,3,3,3,3,5,3,3,3,5,3,5,3,3,3,3,3,5,3,5,3,5,3,7,5,5,3
pb_olympiadbench_q4__4e00fec09016c805,olympiadbench::olympiadbench-86,pb_olympiadbench_q4,pb_source_v2:bfceff8250a7550964c75274,5,16,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_olympiadbench_q4__2eb8e56e60e670b7,olympiadbench::olympiadbench-860,pb_olympiadbench_q4,pb_source_v2:6ac4aea4aa6a1872489f082d,6,7,True,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_olympiadbench_q4__55b204389a630b0a,olympiadbench::olympiadbench-866,pb_olympiadbench_q4,pb_source_v2:27755eb95bf827201e227308,2,16,True,True,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
pb_olympiadbench_q4__a4ef1b021f2a76b2,olympiadbench::olympiadbench-867,pb_olympiadbench_q4,pb_source_v2:8338f90150c056cc1fc6667f,5,9,True,False,5,8,5,2,5,2,8,2,2,2,2,2,8,2,2,2,2,2,2,2,5,2,8,2,2,2,2,2,2,2,2,2,5,5,8,2
pb_olympiadbench_q4__9c0425bd52b720fe,olympiadbench::olympiadbench-87,pb_olympiadbench_q4,pb_source_v2:12abf8cdca09d1df24c37799,4,7,True,False,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
pb_olympiadbench_q4__bd7a444d76bd7476,olympiadbench::olympiadbench-876,pb_olympiadbench_q4,pb_source_v2:eec75cf55a12412ece3a4b8e,7,17,True,True,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
pb_olympiadbench_q4__68f0fb9519f0bb94,olympiadbench::olympiadbench-88,pb_olympiadbench_q4,pb_source_v2:abf18091ea82e346c62a38bc,7,10,True,True,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
pb_olympiadbench_q4__c559534e7748182e,olympiadbench::olympiadbench-881,pb_olympiadbench_q4,pb_source_v2:ef51dd0e0740c8d9a6169671,3,5,True,False,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
pb_olympiadbench_q4__6b96b662c2e55bb3,olympiadbench::olympiadbench-887,pb_olympiadbench_q4,pb_source_v2:cabe92df89a318bd612e4f66,5,6,True,True,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4
pb_olympiadbench_q4__b044e50808f5b4cb,olympiadbench::olympiadbench-89,pb_olympiadbench_q4,pb_source_v2:2cb473df719e53b4eadd381f,5,6,True,False,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,5,6
pb_olympiadbench_q4__be3674577eeecf7e,olympiadbench::olympiadbench-891,pb_olympiadbench_q4,pb_source_v2:985fc7f35706a9153acdbf8f,5,14,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_olympiadbench_q4__6dbfa26f1e4db87e,olympiadbench::olympiadbench-894,pb_olympiadbench_q4,pb_source_v2:cfb670424d4537f98641df42,1,3,True,True,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
pb_olympiadbench_q4__9a5602a4253efab5,olympiadbench::olympiadbench-895,pb_olympiadbench_q4,pb_source_v2:d7c807596fcc6bb9e2d26417,5,8,True,False,7,5,7,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,5
pb_olympiadbench_q4__0fec2c3344773b15,olympiadbench::olympiadbench-898,pb_olympiadbench_q4,pb_source_v2:4b57fc09afb01e2b8f2b484f,2,9,True,False,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
pb_olympiadbench_q4__a6b2f20595cd9da9,olympiadbench::olympiadbench-899,pb_olympiadbench_q4,pb_source_v2:303fd368090931c3546a99c0,1,3,True,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_olympiadbench_q4__8cdd2ea16687026d,olympiadbench::olympiadbench-9,pb_olympiadbench_q4,pb_source_v2:958884f4981314e0eac8c393,4,8,True,True,6,6,6,6,6,6,3,3,6,6,3,3,3,3,6,6,3,3,6,3,6,6,6,6,6,6,3,3,3,6,6,6,6,6,6,3
pb_olympiadbench_q4__6f34f92a80d3dff8,olympiadbench::olympiadbench-90,pb_olympiadbench_q4,pb_source_v2:84dd47869d5965314b56e812,6,9,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_olympiadbench_q4__fb0cf52b9a95dad7,olympiadbench::olympiadbench-900,pb_olympiadbench_q4,pb_source_v2:42f2c47775c20489cd76e1a2,1,5,True,True,3,3,3,3,3,3,3,3,4,4,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
pb_olympiadbench_q4__8ba1539aa1ba9508,olympiadbench::olympiadbench-903,pb_olympiadbench_q4,pb_source_v2:c45f698fe9cfa27cf6833aa7,3,4,True,True,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
pb_olympiadbench_q4__bcc2fa1fb8810f7a,olympiadbench::olympiadbench-905,pb_olympiadbench_q4,pb_source_v2:8bf89b1c694f2468eeaf01f6,3,8,True,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_olympiadbench_q4__b8598ded94488222,olympiadbench::olympiadbench-91,pb_olympiadbench_q4,pb_source_v2:e63ac326a24fb0a888d799e0,7,12,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_olympiadbench_q4__a15b55dadaa03bb2,olympiadbench::olympiadbench-911,pb_olympiadbench_q4,pb_source_v2:54ee0cc5a0e6e1cb38ad8a57,13,16,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_olympiadbench_q4__dfe23859995ea91f,olympiadbench::olympiadbench-912,pb_olympiadbench_q4,pb_source_v2:94429624ab4152b3883ce053,8,10,True,False,8,8,8,8,8,8,8,8,8,8,8,4,8,4,8,8,4,4,8,4,8,8,8,8,8,8,8,8,8,4,8,8,8,8,8,4
pb_olympiadbench_q4__1b4b0707befd0164,olympiadbench::olympiadbench-914,pb_olympiadbench_q4,pb_source_v2:b9933e78c25560a89396e992,5,9,True,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_olympiadbench_q4__f9c602ba1bb97002,olympiadbench::olympiadbench-915,pb_olympiadbench_q4,pb_source_v2:a437887232a5faf0cf7ef20e,3,10,True,True,7,7,1,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
pb_olympiadbench_q4__41a62c1b6503959c,olympiadbench::olympiadbench-92,pb_olympiadbench_q4,pb_source_v2:53a9f0af125357ef15a24a05,9,12,True,False,9,9,9,9,9,9,9,8,8,9,9,8,9,8,8,9,9,8,8,8,9,9,9,9,9,9,9,8,9,8,9,9,9,9,8,8
pb_olympiadbench_q4__7cafd20712f996ae,olympiadbench::olympiadbench-920,pb_olympiadbench_q4,pb_source_v2:a074417419472c29d4285ec8,6,8,True,False,3,3,6,3,3,4,3,3,4,4,3,3,3,3,5,4,3,3,5,3,3,3,3,4,3,3,4,3,3,3,3,3,3,6,5,3
pb_olympiadbench_q4__5e98a9a117d1b22b,olympiadbench::olympiadbench-921,pb_olympiadbench_q4,pb_source_v2:f819d4ef3ca5f9b3f98826ef,5,9,True,True,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
pb_olympiadbench_q4__f7f09d30bdbdf767,olympiadbench::olympiadbench-922,pb_olympiadbench_q4,pb_source_v2:e910aed210ac825172ebcd2a,4,5,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_olympiadbench_q4__9119998093288f61,olympiadbench::olympiadbench-925,pb_olympiadbench_q4,pb_source_v2:a2ce2f676e7cbf103d58c39b,3,7,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_olympiadbench_q4__b1c04dc24b6e564a,olympiadbench::olympiadbench-93,pb_olympiadbench_q4,pb_source_v2:ffe36766129a8ed10dedf647,11,12,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_olympiadbench_q4__d317724aeaffb6a6,olympiadbench::olympiadbench-932,pb_olympiadbench_q4,pb_source_v2:4c33a1ca65c5e1b9c83b3e60,7,10,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_olympiadbench_q4__b1312dfbb5e5e99a,olympiadbench::olympiadbench-938,pb_olympiadbench_q4,pb_source_v2:753e5ed8026157589537d37d,6,15,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_olympiadbench_q4__c7ae9a5a4af01b1e,olympiadbench::olympiadbench-939,pb_olympiadbench_q4,pb_source_v2:cda17a45e0cd3296e96438a7,2,8,True,True,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5
pb_olympiadbench_q4__64f3458224bd2987,olympiadbench::olympiadbench-94,pb_olympiadbench_q4,pb_source_v2:c80ed1196065c2671d73cc56,2,8,True,True,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
pb_olympiadbench_q4__aa828a054d38723e,olympiadbench::olympiadbench-940,pb_olympiadbench_q4,pb_source_v2:526bfa61b080c6c9af2224c3,2,10,True,False,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
