family,method,pool,description,origin,track_record,similar,macro,qa,math,cells,size_mean,size_median,size_min,size_max,size_cells,top_features,picks_subset,needs_anchor,scale,reproduces,macro_today,drift_pp,frac_size3,macro_spread_pp,cell_spread_pp,worst_cell_spread_pp,macro_eigen,macro_complete,role,status,step
simple_stats,random_s4,c46,"Random floor — the sanity check every real selector must beat. random (uniform draw, THE floor), mad (median-absolute-deviation rank), kurtosis (non-Gaussianity rank), decorrelation (greedy min mutual |Spearman|, no relevance term). Best subset of exactly size N found by this method.","No paper — deliberately naive floor, motivated by the Rajabinasab et al. 2026 guardrail finding that many unsupervised FS methods lose to random selection.","The sanity floor every real selector must clear. Variance-based selection is deliberately excluded: UnlabeledCell.V is z-scored per column (unit variance), so raw variance carries no signal here.","random_s5, random_s6, decorr_s4, decorr_s5, decorr_s6, kurtosis_s4",0.6976,0.6583,0.7238,25,4,4,4,4,25,"renyi_entropy_2, sw_var_peak, mean_logprob_entropy",yes,yes,unit,code fix: Step-205 exact small-m solve,0.7139,1.63,0.0,0.0,0.0,0.0,0.7102,0.7024,fs_selector_candidate,FLOOR — the sanity check every selector must beat,Step 186
simple_stats,kurtosis_s6,h16,"Kurtosis-ranked floor. random (uniform draw, THE floor), mad (median-absolute-deviation rank), kurtosis (non-Gaussianity rank), decorrelation (greedy min mutual |Spearman|, no relevance term). Best subset of exactly size N found by this method.","No paper — deliberately naive floor, motivated by the Rajabinasab et al. 2026 guardrail finding that many unsupervised FS methods lose to random selection.","The sanity floor every real selector must clear. Variance-based selection is deliberately excluded: UnlabeledCell.V is z-scored per column (unit variance), so raw variance carries no signal here.","kurtosis_s4, kurtosis_s5, decorr_s4, decorr_s5, decorr_s6, mad_s4",0.6972,0.6626,0.7202,25,6,6,6,6,25,"cusum_max, hl_ratio, rpdi",yes,yes,unit,within its own noise,0.6972,0.0,0.0,0.0,0.0,0.0,0.6919,0.6929,fs_selector_candidate,,Step 186
simple_stats,kurtosis_s5,h16,"Kurtosis-ranked floor. random (uniform draw, THE floor), mad (median-absolute-deviation rank), kurtosis (non-Gaussianity rank), decorrelation (greedy min mutual |Spearman|, no relevance term). Best subset of exactly size N found by this method.","No paper — deliberately naive floor, motivated by the Rajabinasab et al. 2026 guardrail finding that many unsupervised FS methods lose to random selection.","The sanity floor every real selector must clear. Variance-based selection is deliberately excluded: UnlabeledCell.V is z-scored per column (unit variance), so raw variance carries no signal here.","kurtosis_s4, kurtosis_s6, decorr_s4, decorr_s5, decorr_s6, mad_s4",0.697,0.6627,0.7199,25,5,5,5,5,25,"cusum_max, hl_ratio, trace_length",yes,yes,unit,within its own noise,0.697,-0.0,0.0,0.0,0.0,0.0,0.7065,0.7043,fs_selector_candidate,,Step 186
a1_residual,a1.minres+K_ah+scale_complete,c46,"Greedy min-residual subset with the Ahn-Horenstein K rule. For each candidate subset: build the covariance, spectral-cluster it into K groups, measure the residual of that fit. Also includes a router between L-SML and U-PCR fusion based on which has the lower residual, and swapping the K-selection rule for the Ahn-Horenstein / Kritchman-Nadler rank tests. Same method, re-derived with L-SML's rank-one loading estimator set to scale S. 'unit' is the historical default and does not satisfy Lemma 1; 'complete' is the exact masked-completion fit. Only selectors whose objective calls L-SML are affected.","Jaffe, Nadler, Kluger — ""Estimating the Accuracies of Multiple Classifiers Without Labels"" (arXiv:1407.7644, 2014). Reuses the paper's own Eq-14 structural residual — how well a K-group rank-one covariance model fits a subset's correlation structure — but as a SELECTION criterion, which is not what the paper proposes it for (the paper uses it internally at fusion time; we search over subsets to minimize it).","Every variant scored BELOW GOOD_5 on the 25 in-scope cells (best: a1.router@good5 0.7494 vs GOOD_5 0.7519). Verdict: the residual objective is not admissible as a selection criterion — it is nearly orthogonal to separability (weakly ANTI-correlated with AUROC, Spearman ~ -0.11 to -0.17).","a1.minres+K_ah, a1.good5+K_ah, a1.good5+K_kn, a1.minres_exh_adapt, a1.minres_exh_s4",0.696,0.6447,0.7303,25,3,3,3,3,25,"sw_var_peak, epr, pe_mean",yes,yes,complete,re-run today,0.696,,1.0,,,,,,fs_selector_candidate,"corrected criterion, +0.05pp vs 'unit'",205
a1_residual,a1.relres_greedy+scale_complete,c46,"Greedy search minimizing the RELATIVE residual (raw residual / off-diagonal correlation energy) — the structure-seeking form. For each candidate subset: build the covariance, spectral-cluster it into K groups, measure the residual of that fit. Also includes a router between L-SML and U-PCR fusion based on which has the lower residual, and swapping the K-selection rule for the Ahn-Horenstein / Kritchman-Nadler rank tests. Same method, re-derived with L-SML's rank-one loading estimator set to scale S. 'unit' is the historical default and does not satisfy Lemma 1; 'complete' is the exact masked-completion fit. Only selectors whose objective calls L-SML are affected.","Jaffe, Nadler, Kluger — ""Estimating the Accuracies of Multiple Classifiers Without Labels"" (arXiv:1407.7644, 2014). Reuses the paper's own Eq-14 structural residual — how well a K-group rank-one covariance model fits a subset's correlation structure — but as a SELECTION criterion, which is not what the paper proposes it for (the paper uses it internally at fusion time; we search over subsets to minimize it).","Every variant scored BELOW GOOD_5 on the 25 in-scope cells (best: a1.router@good5 0.7494 vs GOOD_5 0.7519). Verdict: the residual objective is not admissible as a selection criterion — it is nearly orthogonal to separability (weakly ANTI-correlated with AUROC, Spearman ~ -0.11 to -0.17).","a1.relres_greedy, a1.good5+K_ah, a1.good5+K_kn, a1.minres+K_ah, a1.minres_exh_adapt",0.696,0.6447,0.7303,25,3,3,3,3,25,"sw_var_peak, epr, pe_mean",yes,yes,complete,re-run today,0.696,,1.0,,,,,,fs_selector_candidate,"corrected criterion, +0.08pp vs 'unit'",205
a1_residual,a1.router@minres+scale_complete,c46,"Router on the greedy min-residual subset. For each candidate subset: build the covariance, spectral-cluster it into K groups, measure the residual of that fit. Also includes a router between L-SML and U-PCR fusion based on which has the lower residual, and swapping the K-selection rule for the Ahn-Horenstein / Kritchman-Nadler rank tests. Same method, re-derived with L-SML's rank-one loading estimator set to scale S. 'unit' is the historical default and does not satisfy Lemma 1; 'complete' is the exact masked-completion fit. Only selectors whose objective calls L-SML are affected.","Jaffe, Nadler, Kluger — ""Estimating the Accuracies of Multiple Classifiers Without Labels"" (arXiv:1407.7644, 2014). Reuses the paper's own Eq-14 structural residual — how well a K-group rank-one covariance model fits a subset's correlation structure — but as a SELECTION criterion, which is not what the paper proposes it for (the paper uses it internally at fusion time; we search over subsets to minimize it).","Every variant scored BELOW GOOD_5 on the 25 in-scope cells (best: a1.router@good5 0.7494 vs GOOD_5 0.7519). Verdict: the residual objective is not admissible as a selection criterion — it is nearly orthogonal to separability (weakly ANTI-correlated with AUROC, Spearman ~ -0.11 to -0.17).","a1.router@minres, a1.good5+K_ah, a1.good5+K_kn, a1.minres+K_ah, a1.minres_exh_adapt",0.696,0.6447,0.7303,25,3,3,3,3,25,"sw_var_peak, epr, pe_mean",no — fixed,yes,complete,re-run today,0.696,,1.0,,,,,,"router (fixed subset, learned fusion choice only)","corrected criterion, +1.09pp vs 'unit'",205
simple_stats,kurtosis_s5,c46,"Kurtosis-ranked floor. random (uniform draw, THE floor), mad (median-absolute-deviation rank), kurtosis (non-Gaussianity rank), decorrelation (greedy min mutual |Spearman|, no relevance term). Best subset of exactly size N found by this method.","No paper — deliberately naive floor, motivated by the Rajabinasab et al. 2026 guardrail finding that many unsupervised FS methods lose to random selection.","The sanity floor every real selector must clear. Variance-based selection is deliberately excluded: UnlabeledCell.V is z-scored per column (unit variance), so raw variance carries no signal here.","kurtosis_s4, kurtosis_s6, decorr_s4, decorr_s5, decorr_s6, mad_s4",0.6959,0.682,0.7052,25,5,5,5,5,25,"cusum_max, cusum_max_energy, topk_tail_mass",yes,yes,unit,verified,0.6959,0.0,0.0,0.0,0.0,0.0,0.6984,0.6975,fs_selector_candidate,,Step 186
a1_residual,a1.minres+K_ah,c46,"Greedy min-residual subset with the Ahn-Horenstein K rule. For each candidate subset: build the covariance, spectral-cluster it into K groups, measure the residual of that fit. Also includes a router between L-SML and U-PCR fusion based on which has the lower residual, and swapping the K-selection rule for the Ahn-Horenstein / Kritchman-Nadler rank tests.","Jaffe, Nadler, Kluger — ""Estimating the Accuracies of Multiple Classifiers Without Labels"" (arXiv:1407.7644, 2014). Reuses the paper's own Eq-14 structural residual — how well a K-group rank-one covariance model fits a subset's correlation structure — but as a SELECTION criterion, which is not what the paper proposes it for (the paper uses it internally at fusion time; we search over subsets to minimize it).","Every variant scored BELOW GOOD_5 on the 25 in-scope cells (best: a1.router@good5 0.7494 vs GOOD_5 0.7519). Verdict: the residual objective is not admissible as a selection criterion — it is nearly orthogonal to separability (weakly ANTI-correlated with AUROC, Spearman ~ -0.11 to -0.17).","a1.good5+K_ah, a1.good5+K_kn, a1.minres_exh_adapt, a1.minres_exh_s4",0.6952,0.6567,0.7209,25,3.1,3,3,4,25,"hurst_exponent, spectral_centroid, cusum_max_energy",yes,yes,unit,re-run today,0.6952,,0.88,0.0,0.0,0.0,0.6973,0.6936,fs_selector_candidate,re-run: 0.6955 -> 0.6952 (-0.03pp; published row predates the Step-189 K clamp),Step 186
a1_residual,a1.relres_greedy,c46,"Greedy search minimizing the RELATIVE residual (raw residual / off-diagonal correlation energy) — the structure-seeking form. For each candidate subset: build the covariance, spectral-cluster it into K groups, measure the residual of that fit. Also includes a router between L-SML and U-PCR fusion based on which has the lower residual, and swapping the K-selection rule for the Ahn-Horenstein / Kritchman-Nadler rank tests.","Jaffe, Nadler, Kluger — ""Estimating the Accuracies of Multiple Classifiers Without Labels"" (arXiv:1407.7644, 2014). Reuses the paper's own Eq-14 structural residual — how well a K-group rank-one covariance model fits a subset's correlation structure — but as a SELECTION criterion, which is not what the paper proposes it for (the paper uses it internally at fusion time; we search over subsets to minimize it).","Every variant scored BELOW GOOD_5 on the 25 in-scope cells (best: a1.router@good5 0.7494 vs GOOD_5 0.7519). Verdict: the residual objective is not admissible as a selection criterion — it is nearly orthogonal to separability (weakly ANTI-correlated with AUROC, Spearman ~ -0.11 to -0.17).","a1.good5+K_ah, a1.good5+K_kn, a1.minres+K_ah, a1.minres_exh_adapt",0.6952,0.6567,0.7209,25,3.1,3,3,4,25,"hurst_exponent, spectral_centroid, cusum_max_energy",yes,yes,unit,re-run today,0.6952,,0.88,0.0,0.0,0.0,0.6981,0.6936,fs_selector_candidate,,Step 186
a3_concrete_ae,a3.cae_k3,h16,"Concrete Autoencoder feature pick at a given bottleneck size. A concrete (Gumbel-softmax-relaxed) selector layer picks k of p features to minimize LINEAR RECONSTRUCTION error of the full feature set — entirely label-free, no correctness signal at all. Bottleneck / latent dimension N (Concrete Autoencoder).","Balin, Abid, Zou — ""Concrete Autoencoders: Differentiable Feature Selection and Reconstruction"" (ICML 2019, arXiv:1901.09346); reimplemented torch-CPU with a linear decoder (paper's canonical repo is Keras).","Best: a3.cae_k3 0.7388, below GOOD_5. Known risk (Step 151): reconstruction-good does not imply label-relevant — on z-scored unit-variance columns, a pure-noise feature is reconstructable only by selecting itself, so all its reconstruction value comes from predicting OTHER features, whether or not that tracks detection AUROC.","a3.cae, a3.cae_k4, a3.cae_k5, a3.cae_k6",0.6932,0.657,0.7173,25,3,3,3,3,25,"spectral_centroid, epr, trace_length",yes,yes,unit,code fix: Step-205 exact small-m solve,0.7012,0.81,1.0,0.0,0.0,0.0,0.7172,0.7136,fs_selector_candidate,,Step 186
upcr,upcr.clustered,inscope,"Our extension: fit the pair system on cross-cluster pairs only. REFUTED — both pre-registered mechanism gates fail and it loses 4.46pp. U-PCR (Dror/Nadler/Bilal/Kluger 2017) estimates fusion weights by turning 'which feature do I trust' into one equation per feature pair, assuming features fail independently. It uses the whole pool — any reduction comes from its own label-free exclusion step, not from subset selection.","Dror, Nadler, Bilal & Kluger, Unsupervised Ensemble Regression, arXiv:1703.02965 (2017).",Step 204: every paper-faithful flag hurts or does nothing; the clustered variant fails both pre-registered gates; nothing reaches GOOD_6.,"upcr.legacy, upcr.faithful, upcr.clustered",0.6931,,,25,11.7,,,,25,— (no selection; exclusion only),no — uses all views,yes,complete,re-run Step 204,0.6931,,0.0,,,,,,fs_selector_candidate,REFUTED (Step 204),204
reference_macros,ref.ALL_H16,c46,"All 16 original H(n) spectral features, no selection — the un-pruned floor/ceiling reference. Emits the fixed subsets (GOOD_5/6, LOCO_5, ...) through the exact same select-then-fuse-then-score path every learned selector uses, so they land in the same leaderboard with identical metrics.",None — not a selector.,"This is the comparison target, not a candidate — see the Reference subsets section above for numbers.","ref.GOOD_5, ref.GOOD_6, ref.LOCO_5, ref.STABLE_H9",0.6919,0.6631,0.711,25,15.3,16,14,16,25,"epr, spectral_entropy, low_band_power",no — fixed,yes,unit,verified,0.6919,0.0,0.0,0.0,0.0,0.0,0.6951,0.6986,"reference_macro (hand-curated, not FS output)",,Phase 4
reference_macros,ref.ALL_H16,h16,"All 16 original H(n) spectral features, no selection — the un-pruned floor/ceiling reference. Emits the fixed subsets (GOOD_5/6, LOCO_5, ...) through the exact same select-then-fuse-then-score path every learned selector uses, so they land in the same leaderboard with identical metrics.",None — not a selector.,"This is the comparison target, not a candidate — see the Reference subsets section above for numbers.","ref.GOOD_5, ref.GOOD_6, ref.LOCO_5, ref.STABLE_H9",0.6919,0.6631,0.711,25,15.3,16,14,16,25,"epr, spectral_entropy, low_band_power",no — fixed,yes,unit,within its own noise,0.6919,-0.0,0.0,0.0,0.0,0.0,0.6951,0.6986,"reference_macro (hand-curated, not FS output)",,Phase 4
a3_concrete_ae,a3.cae_k6,c46,"Concrete Autoencoder feature pick at a given bottleneck size. A concrete (Gumbel-softmax-relaxed) selector layer picks k of p features to minimize LINEAR RECONSTRUCTION error of the full feature set — entirely label-free, no correctness signal at all. Bottleneck / latent dimension N (Concrete Autoencoder).","Balin, Abid, Zou — ""Concrete Autoencoders: Differentiable Feature Selection and Reconstruction"" (ICML 2019, arXiv:1901.09346); reimplemented torch-CPU with a linear decoder (paper's canonical repo is Keras).","Best: a3.cae_k3 0.7388, below GOOD_5. Known risk (Step 151): reconstruction-good does not imply label-relevant — on z-scored unit-variance columns, a pure-noise feature is reconstructable only by selecting itself, so all its reconstruction value comes from predicting OTHER features, whether or not that tracks detection AUROC.","a3.cae, a3.cae_k3, a3.cae_k4, a3.cae_k5",0.691,0.6642,0.7088,25,6,6,6,6,25,"spectral_centroid, mean_logprob_entropy, spectral_entropy",yes,yes,unit,verified,0.691,0.0,0.0,0.0,0.0,0.0,0.6833,0.6955,fs_selector_candidate,,Step 186
